Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Work, Energy, and Simple Machines	Work, Energy, and Simple Machines	Chapter covering work, energy, and simple machines concepts	high_school	1	mechanics	1	2	Core	94	Yes				Physics
Thermal Energy, Heat, and Work	Thermal Energy, Heat, and Work	Chapter covering thermal energy, heat, and work concepts	high_school	1	mechanics	1	2	Core	95	Yes				Physics
Thermodynamics	Thermodynamics	Chapter covering thermodynamics concepts	high_school	1	mechanics	1	2	Core	96	Yes				Physics
Sound	Sound	Chapter covering sound concepts	high_school	1	mechanics	1	2	Core	97	Yes				Physics
Light	Light	Chapter covering light concepts	high_school	1	mechanics	1	2	Core	98	No				Physics
Mirrors and Lenses	Mirrors and Lenses	Chapter covering mirrors and lenses concepts	high_school	1	mechanics	1	2	Core	99	No				Physics
Diffraction and Interference	Diffraction and Interference	Chapter covering diffraction and interference concepts	high_school	1	mechanics	1	2	Core	100	No				Physics
Electrical Circuits	Electrical Circuits	Chapter covering electrical circuits concepts	high_school	1	mechanics	1	2	Core	101	Yes				Physics
The Atom	The Atom	Chapter covering the atom concepts	high_school	1	mechanics	1	2	Core	102	No				Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	103	No		Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	104	No	Physics_high_school_1_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	105	No	Physics_high_school_2_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	106	No	Physics_high_school_3_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	107	No	Physics_high_school_4_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	108	No	Physics_high_school_5_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	109	No	Physics_high_school_6_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	110	No	Physics_high_school_7_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	111	No	Physics_high_school_8_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	112	No	Physics_high_school_9_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	113	No	Physics_high_school_11_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	114	No	Physics_high_school_12_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	115	No	Physics_high_school_14_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	116	No	Physics_high_school_15_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	117	No	Physics_high_school_16_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
Introduction to Friction and Drag	Introduction to Friction and Drag	Detailed study of friction and drag at high_school level	high_school	1	mechanics	2	2	Core	118	No	Physics_high_school_17_05	Define key concepts in friction and drag; Explain basic principles of friction and drag; Apply fundamental equations to solve simple problems	Multiple choice questions; Short answer problems; Basic calculations	Physics
