topic_id	title	classification	level	level_name	domain	category	concept	topic	subtopic	learning_element	full_path	parent_path	topic_level	topic_domain	prerequisites_count	prerequisites	prerequisite_types	avg_prerequisite_confidence	standards_count	mapped_standards	mcat_mapped	ib_mapped	a_level_mapped	igcse_mapped	avg_standards_confidence	bloom_levels	difficulty_levels	application_domains
core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises → Summary	Summary	core	4	Topic	General Physics	Forces and Newton's Laws of Motion	Problem Exercises	Summary			core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises → Summary	core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises → Conceptual Questions	Conceptual Questions	core	4	Topic	General Physics	Forces and Newton's Laws of Motion	Problem Exercises	Conceptual Questions			core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises → Conceptual Questions	core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises → Problem Exercises	Problem Exercises	core	4	Topic	General Physics	Forces and Newton's Laws of Motion	Problem Exercises	Problem Exercises			core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises → Problem Exercises	core → General Physics → Forces and Newton's Laws of Motion → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Normal Force	Normal Force	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Normal Force				core → General Physics → Forces and Newton's Laws of Motion → Normal Force	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Tension	Tension	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Tension				core → General Physics → Forces and Newton's Laws of Motion → Tension	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Extended Topic: Real Forces And Inertial Frames	Extended Topic: Real Forces And Inertial Frames	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Extended Topic: Real Forces And Inertial Frames				core → General Physics → Forces and Newton's Laws of Motion → Extended Topic: Real Forces And Inertial Frames	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Problem-Solving Strategy For Newton’S Laws Of Motion	Problem-Solving Strategy For Newton’S Laws Of Motion	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Problem-Solving Strategy For Newton’S Laws Of Motion				core → General Physics → Forces and Newton's Laws of Motion → Problem-Solving Strategy For Newton’S Laws Of Motion	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Integrating Concepts: Newton’S Laws Of Motion And Kinematics	Integrating Concepts: Newton’S Laws Of Motion And Kinematics	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Integrating Concepts: Newton’S Laws Of Motion And Kinematics				core → General Physics → Forces and Newton's Laws of Motion → Integrating Concepts: Newton’S Laws Of Motion And Kinematics	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Concept of a Field	Concept of a Field	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Concept of a Field				core → General Physics → Forces and Newton's Laws of Motion → Concept of a Field	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Forces and Newton's Laws of Motion → Introduction to Dynamics: Newton’s Laws of Motion	Introduction to Dynamics: Newton’s Laws of Motion	core	3	Concept	General Physics	Forces and Newton's Laws of Motion	Introduction to Dynamics: Newton’s Laws of Motion				core → General Physics → Forces and Newton's Laws of Motion → Introduction to Dynamics: Newton’s Laws of Motion	core → General Physics → Forces and Newton's Laws of Motion	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	core	2	Category	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity					core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	core → General Physics	2		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → AP Physics Course Preparation	AP Physics Course Preparation	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	AP Physics Course Preparation				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → AP Physics Course Preparation	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Learning Objectives	Learning Objectives	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Learning Objectives				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Learning Objectives	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Summary	Summary	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Summary				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Summary	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Conceptual Questions	Conceptual Questions	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Conceptual Questions				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Conceptual Questions	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Problem Exercises	Problem Exercises	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Problem Exercises				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Problem Exercises	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Changes In Length—Tension And Compression: Elastic Modulus	Changes In Length—Tension And Compression: Elastic Modulus	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Changes In Length—Tension And Compression: Elastic Modulus				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Changes In Length—Tension And Compression: Elastic Modulus	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Sideways Stress: Shear Modulus	Sideways Stress: Shear Modulus	core	3	Concept	General Physics	Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	Sideways Stress: Shear Modulus				core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity → Sideways Stress: Shear Modulus	core → General Physics → Further Applications Of Newton'S Laws: Friction, Drag, And Elasticity	3		0			0	0		False	False	False	False	0			
